line_number;term;score;text
15;first;0.25;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;world;0.244;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;while;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;about;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;will;0.396;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;face;0.142;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;that;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;they;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;they;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;this;0.0;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;must;-0.184;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
15;now;0.226;But first, we must be honest about the challenges we face.  While they are plentiful, they will be annihilated by this great momentum that the world is now witnessing in the United States of America.
